url;status
http://www.astroresidential.co.uk/application/data/;phishing
http://www.nakamistrad.com/aa/test.php;phishing
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002;phishing
https://sites.google.com/site/ilyasdxih;phishing
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform;phishing
http://sharedpont77wwjxjx.df.r.appspot.com/wp-content/xp.php;phishing
https://mailserver67187.uc.r.appspot.com;phishing
http://www.storybookalpacas.com/account4/index2.html;phishing
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com;phishing
http://baghira-wupperwolf.de/images/banners/bbtonline/;phishing
http://izvilagkft.hu/wp-content/languages/.../redirect/com.htm;phishing
http://sloaneandhyde.com/drs/new2015/document.php/index.css;phishing
https://documentos.sfo2.digitaloceanspaces.com/ordem.html;phishing
http://www.motoincontroepoca.com/blog/profile/;phishing
http://elexusbettgiris4.blogspot.com;phishing
http://electricitypak.com/fakt/css/data/16/index.php;phishing
http://app66560000.blogspot.com/;phishing
http://marketinghelper.com.au/themes/sports/wp-content/net/555183669058fb273008595a9393d628/;phishing
http://interimmanagement.uk.com/wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms;phishing
http://hidayat.uz/928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html;phishing
http://mne.edu.vn/wp-includes/Netflix/LoginID/index.php;phishing
http://enerclim.com/cs/;phishing
https://www.skecherstanio.pl/;phishing
https://bit.ly/2E6D7J1;phishing
http://www.goepsa.com/Old%20Files/yahoo/IDCHECK.html;phishing
http://www.noithatchauau.vn/1./db/box/;phishing
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21;phishing
"http://98.126.214.77/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin";phishing
http://www.aegisit.net/dhl/DHL%20REVENGE%20BY%20ALIBOBO/;phishing
http://afriquelemou.free.fr/templates/rhuk_milkyway/sdnconconsadf.html;phishing
https://www.lovetheedit.com/postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67;phishing
http://www.m9e4.com/labanquepostale.fr/service-mobile-pass/ac451/;phishing
http://union-companies.000webhostapp.com/;phishing
https://magalu-crediarioluiza.com/Produto_20203/produto.php?sku=1962067;phishing
https://drive.google.com/file/d/1u7ag3FepresW0JRZehtrU5hLGGltMq6P/view?usp=sharing/;phishing
http://poligrafiapias.com/Secured-adobe/2b078be1175659f354b82191320e7c51/;phishing
http://pay-pal-deutschland.zxc301.com/029188;phishing
http://www.myappwiz.com/home/redirect?targetUrl=https://livraisonspeed01.cloudaccess.host/wp-includes/DHMF0JCT17E1;phishing
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/c05f378d59c6ba8?cmd=_update&dispatch=c05f378d59c6ba805&locale=_US;phishing
http://sma.naturealtree.com/mot?jk=Z4NwlHBmcGKEmLqxy5qmnnx0YpGGjIx0fGBkaXy0j2lj/linda.todd7@nhs.net;phishing
http://www.kuchyne-volf.com/obrazky/dinds/alibaba/index/;phishing
http://littlee.com.au/alibaba/login.alibaba.com.php;phishing
http://www.gmfs.co.za/js/Gdocs/s/;phishing
https://amazon.co.jp.access.usid-9452.mixh.jp/;phishing
http://artemisbetguncel.blogspot.com;phishing
https://oki.si/pkginfo/change/sitekeyverification.php?origin=cob&check=yes&destination=authentication;phishing
http://transcript.login.2016.getwetusa.com/;phishing
http://www.condos-at-the-beach.com/home/cad.html;phishing
https://eye-lucir.com/?d=;phishing
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com;phishing
http://maanprofessionals.nl//index.html;phishing
https://uxohd.app.link/rgofF0wPL4;phishing
"https://www.evostore.com.np/IhrFall63417798752737518&cgi3-ViewKontakt-63417798752737518-007acctpagetype-63417798752737518=68119-problema&info@hoehne-buero.de.html&amp;data=02%7C01%7C%7C179ae50e4c144e3c228508d8170b3349%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637284684151373360&amp;sdata=T2/xt2zovdHmhQ/iQnm9NKstPU%206hPnRkQ4MGebgKZc=&amp";phishing
https://3u8kstpg-97iuu3sdu.vercel.app/;phishing
http://www.instohelp.com/assets_flight/libs/bootstrap/cmcst-wl.html;phishing
http://www.neudorf-ole.irv.cc/4B374AA12276932A9FA724E6142E9BD1;phishing
http://rockysite.net/mobile/Login-Acc.php;phishing
https://safirbetgiristikla.blogspot.com/;phishing
http://cartetitolare-it.www1.biz/portaleTitolares15/;phishing
http://judithleoni.com/telecom-de/index.php;phishing
http://creditiperhabbogratissicuro100.blogspot.it/2011/02/habbo-crediti-gratis-sicuro-100.html;phishing
https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoZzmwKGQRldBj3DIQx_njBG0dZpWmiUe3pcjeVlJWx69PrGVPLH5iJhUKaVM_65A10roateFGYI76L1_HFN7Js=;phishing
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html#samsnow@tjsnow.com;phishing
http://icloud.com.find.support-lphone.co/;phishing
http://m.hf695.com/;phishing
http://cns-international2.com/r.htm;phishing
http://northstaradvisorygroup.com/att/sbc/sbc/sbcglobal.net.htm;phishing
http://www.laviosaviaggi.com/ver/webapps/2635a/websrc;phishing
http://secure-login-portal-outlook.el.r.appspot.com/c:/users/user/downloads;phishing
https://viatraniver1972.blogspot.be;phishing
https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiC2P6hqevYAhWBqaQKHbbxA4cQFggqMAA&url=http%3A%2F%2Fwww.skatteetaten.no%2Fen%2Fperson%2F&usg=AOvVaw27Bb-ElBmjNVWBcdUaMcxg;phishing
http://doc.google.share.pressurecookerindia.com/clients/?7777772e646f632e676f6f676c652e73686172652e7072657373757265636f6f6b6572696e6469612e636f6d.php=;phishing
http://www.neutralsources.com/-/re.html;phishing
http://www.scancity.am/tmp/ibxolb/ibxolb/login/index-html/login/;phishing
